timestamp,sensor_type,acc_x,acc_y,acc_z
0.0,Accelerometer,0.09934283060224654,-0.13569894609744435,9.879657249533365
10.0,Accelerometer,-0.027652860234236933,-0.06109989261073058,9.866664718507133
20.0,Accelerometer,0.1295377076201385,-0.11947621220902858,9.622696030838902
30.0,Accelerometer,0.3046059712816051,0.022083609389223914,9.925916844352749
40.0,Accelerometer,-0.046830674944667194,0.23943570629238256,9.511983464884677
50.0,Accelerometer,-0.04682739138983611,-0.15420843142824092,9.679163134847935
60.0,Accelerometer,0.3158425631014783,0.20016409955368283,9.410182437420438
70.0,Accelerometer,0.15348694583058176,-0.15633441446937754,10.121725303392564
80.0,Accelerometer,-0.09389487718699042,-0.16952544249937684,9.763690101210942
90.0,Accelerometer,0.10851200871719294,0.16371892366864266,10.243376806963262
100.0,Accelerometer,-0.09268353856249245,0.18438727560152335,9.9705899853039
110.0,Accelerometer,-0.09314595071405138,0.17028198735253086,9.899619642670205
120.0,Accelerometer,0.04839245431320682,-0.26315948164362823,9.692754461143801
130.0,Accelerometer,-0.3826560489315596,-0.09319019561441017,9.600729992862517
140.0,Accelerometer,-0.3449835665026066,0.16459771840066428,9.91459431477939
150.0,Accelerometer,-0.11245750584819454,0.008308368112778922,9.795697198145405
160.0,Accelerometer,-0.20256622406688476,-0.21473856923949286,9.54214593690294
170.0,Accelerometer,0.06284946651905478,0.09166358782508835,9.506628316698336
180.0,Accelerometer,-0.1816048151042422,-0.1429614517982941,9.618259254171283
190.0,Accelerometer,-0.2824607402670583,0.35890496967844243,10.174193445053247
200.0,Accelerometer,0.29312975378431083,0.3089682924836517,10.25265558360226
210.0,Accelerometer,-0.04515526009730714,0.12081948527111347,9.850997829461782
220.0,Accelerometer,0.013505640937584768,0.2722013409539547,9.839788559248259
230.0,Accelerometer,-0.28494963724269134,0.01295827002467622,9.742735925634097
240.0,Accelerometer,-0.10887654490503654,0.15308749887500317,9.6231029303381
250.0,Accelerometer,0.02218451794197322,0.295544059060415,10.085035811521449
260.0,Accelerometer,-0.23019871548446058,0.04909973635886254,10.184715278779429
270.0,Accelerometer,0.0751396036691344,-0.05103743430285673,9.631316182832144
280.0,Accelerometer,-0.120127737983761,-0.3409243916354232,9.79343232431508
290.0,Accelerometer,-0.05833874995865536,-0.016626705144298797,9.720026739857968
300.0,Accelerometer,-0.12034132244587939,0.16468463691246227,9.725952185027005
310.0,Accelerometer,0.37045563690178757,0.18912668551352596,10.047181651085973
320.0,Accelerometer,-0.0026994449475867843,0.10087301314368197,9.547607690926776
330.0,Accelerometer,-0.2115421857911801,-0.10825981899244796,9.903293938187261
340.0,Accelerometer,0.16450898242063783,-0.39536431378951814,9.955647621461173
350.0,Accelerometer,-0.24416872999420447,-0.09904301960094702,9.781569765279636
360.0,Accelerometer,0.041772719000951086,-0.06086897421079029,9.988613565397355
370.0,Accelerometer,-0.3919340247759551,-0.06258579343800283,9.839530368107491
380.0,Accelerometer,-0.26563720977968613,0.1237112713955849,10.053425984231223
390.0,Accelerometer,0.039372247173824704,0.39713528220296795,9.50555893901483
400.0,Accelerometer,0.1476933159990821,0.024705840368218605,9.740244947798626
410.0,Accelerometer,0.0342736562379941,-0.043346357831292336,9.795637371429793
420.0,Accelerometer,-0.023129656477648107,-0.05184436260081851,9.275558523105731
430.0,Accelerometer,-0.06022073911785776,0.024876953381542843,9.592809453284293
440.0,Accelerometer,-0.2957043980734855,-0.1656587520696798,9.647280149128242
450.0,Accelerometer,-0.14396884167894172,0.024039711749211018,9.999641198964671
460.0,Accelerometer,-0.09212775419195751,0.09016246726635996,9.66863133073708
470.0,Accelerometer,0.21142444524378315,0.04193721271489763,9.646384202538805
480.0,Accelerometer,0.06872365791369228,0.09150838680095624,9.97349715613124
490.0,Accelerometer,-0.3526080310725468,0.08674952186970707,9.48641787084199
500.0,Accelerometer,0.064816793878959,-0.35437933644928876,9.395751186511285
510.0,Accelerometer,-0.07701645608326331,0.12737403167908065,9.73768153998613
520.0,Accelerometer,-0.13538440006119176,-0.13420296913249072,9.520458646384329
530.0,Accelerometer,0.12233525776817358,-0.2191678326007916,9.528064141068072
540.0,Accelerometer,0.2061999044991902,-0.22089036557099925,9.924686758337597
